collection;place_id;toponym;gazetteer_uri;gazetteer_label;lng;lat;variants_obj;variants
owtrad;1686;Yangbajain;http://topotime.org/owtrad/places/1686;Yangbajain;90.416664;30.216667;[{"id" : 7179, "variant" : "Yanbanchen", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7179, "variant" : "Yanbanchen", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7179, "variant" : "Yanbanchen", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7180, "variant" : "Yang-pa-ching", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7180, "variant" : "Yang-pa-ching", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7180, "variant" : "Yang-pa-ching", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7181, "variant" : "Yangbajain", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7181, "variant" : "Yangbajain", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7181, "variant" : "Yangbajain", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7182, "variant" : "Yangpachen", "source" : "Map Link 2003", "precision" : "exact", "identity" : "exact"}, {"id" : 7182, "variant" : "Yangpachen", "source" : "Map Link 2003", "precision" : "exact", "identity" : "exact"}, {"id" : 7182, "variant" : "Yangpachen", "source" : "Map Link 2003", "precision" : "exact", "identity" : "exact"}];{Yanbanchen,Yang-pa-ching,Yangbajain,Yangpachen}
owtrad;1687;Namka;http://topotime.org/owtrad/places/1687;Namka;90.98333;29.65;[{"id" : 7183, "variant" : "Ch'i-mu-sha-erh", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7183, "variant" : "Ch'i-mu-sha-erh", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7184, "variant" : "Cha-mu-sa-erh", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7184, "variant" : "Cha-mu-sa-erh", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7185, "variant" : "Chai-mu-sha-erh", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7185, "variant" : "Chai-mu-sha-erh", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7186, "variant" : "Chimshar", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7186, "variant" : "Chimshar", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7187, "variant" : "Doilungdeqen", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7187, "variant" : "Doilungdeqen", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7188, "variant" : "Lang-ka", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7188, "variant" : "Lang-ka", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7189, "variant" : "Namka", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7189, "variant" : "Namka", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7190, "variant" : "Tui-lung-te-ch'ing", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7190, "variant" : "Tui-lung-te-ch'ing", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7191, "variant" : "Tun-lung-te-ch'ing", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7191, "variant" : "Tun-lung-te-ch'ing", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7192, "variant" : "Zamsar", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7192, "variant" : "Zamsar", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{Ch'i-mu-sha-erh,Cha-mu-sa-erh,Chai-mu-sha-erh,Chimshar,Doilungdeqen,Lang-ka,Namka,Tui-lung-te-ch'ing,Tun-lung-te-ch'ing,Zamsar}
owtrad;1688;Kokyar;http://topotime.org/owtrad/places/1688;Kokyar;77.166664;37.383331;[{"id" : 7193, "variant" : "K'u-k'o-ya", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7194, "variant" : "K'u-k'u-ya", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7195, "variant" : "Kokyar", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{K'u-k'o-ya,K'u-k'u-ya,Kokyar}
owtrad;1689;Akmeqit;http://topotime.org/owtrad/places/1689;Akmeqit;76.916664;37.083332;[{"id" : 7196, "variant" : "A-k'a-ma-ssu-chi", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7197, "variant" : "A-k'o-ma-ssu-chi-te", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7198, "variant" : "A-k'u-mi-ch'i-t'e", "source" : "Geelan & Twitchett 1974:102", "precision" : "exact", "identity" : "exact"}, {"id" : 7199, "variant" : "Ak Masjid", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7200, "variant" : "Ak Mesjid", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7201, "variant" : "Akmeqit", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7202, "variant" : "Aq Masjid", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{A-k'a-ma-ssu-chi,A-k'o-ma-ssu-chi-te,A-k'u-mi-ch'i-t'e,"Ak Masjid","Ak Mesjid",Akmeqit,"Aq Masjid"}
owtrad;169;Tadmur;http://topotime.org/owtrad/places/169;Tadmur;38.283;34.55;[{"id" : 1060, "variant" : "Palmyra", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 1059, "variant" : "Palmira", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 1061, "variant" : "Palmyre", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 1062, "variant" : "Tabmur", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 1063, "variant" : "Tadmor", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 1064, "variant" : "Tadmur", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 1065, "variant" : "Tamar", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 1066, "variant" : "Tedmor", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 1067, "variant" : "Tudmur", "source" : "TGN", "precision" : "exact", "identity" : "exact"}];{Palmira,Palmyra,Palmyre,Tabmur,Tadmor,Tadmur,Tamar,Tedmor,Tudmur}
owtrad;1690;Tielongtan;http://topotime.org/owtrad/places/1690;Tielongtan;79.300003;35.150002;[{"id" : 7203, "variant" : "T'ieh-lung-t'an", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7204, "variant" : "Tielongtan", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{T'ieh-lung-t'an,Tielongtan}
owtrad;1691;Quanshuigou;http://topotime.org/owtrad/places/1691;Quanshuigou;79.5;35.5;[{"id" : 7205, "variant" : "Ch'uan-shui-kou", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7206, "variant" : "Quanshuigou", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{Ch'uan-shui-kou,Quanshuigou}
owtrad;1692;Tianshuihai;http://topotime.org/owtrad/places/1692;Tianshuihai;79.566666;35.333332;[{"id" : 7207, "variant" : "T'ien-shui-hai", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7208, "variant" : "Tianshuihai", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{T'ien-shui-hai,Tianshuihai}
owtrad;1695;Jaggang;http://topotime.org/owtrad/places/1695;Jaggang;79.73333;32.933334;[{"id" : 7215, "variant" : "Chia-kang", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7216, "variant" : "Jaggang", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{Chia-kang,Jaggang}
owtrad;1697;Namru;http://topotime.org/owtrad/places/1697;Namru;80.166664;31.9;[{"id" : 7224, "variant" : "Namru", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{Namru}
owtrad;1698;Moincer;http://topotime.org/owtrad/places/1698;Moincer;80.800003;31.166668;[{"id" : 7225, "variant" : "Alitangka", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7226, "variant" : "Men-shih", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7227, "variant" : "Menze", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7228, "variant" : "Mi-ya-erh", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7229, "variant" : "Missar", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7230, "variant" : "Misser", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7231, "variant" : "Moincer", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{Alitangka,Men-shih,Menze,Mi-ya-erh,Missar,Misser,Moincer}
owtrad;1699;Barga;http://topotime.org/owtrad/places/1699;Barga;81.316666;30.866667;[{"id" : 7232, "variant" : "Barga", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7233, "variant" : "Barkha", "source" : "Mayhew et al. 1999:map", "precision" : "exact", "identity" : "exact"}, {"id" : 7234, "variant" : "Pa-ka", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{Barga,Barkha,Pa-ka}
owtrad;170;Turpan;http://topotime.org/owtrad/places/170;Turpan;89.1;42.917;[{"id" : 1068, "variant" : "Khara Kojo", "source" : "www.asiasociety.org/arts/liao/ (Map of Liao Empire and its Neighbors ca. 1120)", "precision" : "exact", "identity" : "exact"}, {"id" : 1068, "variant" : "Khara Kojo", "source" : "www.asiasociety.org/arts/liao/ (Map of Liao Empire and its Neighbors ca. 1120)", "precision" : "exact", "identity" : "exact"}, {"id" : 1068, "variant" : "Khara Kojo", "source" : "www.asiasociety.org/arts/liao/ (Map of Liao Empire and its Neighbors ca. 1120)", "precision" : "exact", "identity" : "exact"}, {"id" : 1068, "variant" : "Khara Kojo", "source" : "www.asiasociety.org/arts/liao/ (Map of Liao Empire and its Neighbors ca. 1120)", "precision" : "exact", "identity" : "exact"}, {"id" : 1068, "variant" : "Khara Kojo", "source" : "www.asiasociety.org/arts/liao/ (Map of Liao Empire and its Neighbors ca. 1120)", "precision" : "exact", "identity" : "exact"}, {"id" : 1069, "variant" : "Kocho", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 1069, "variant" : "Kocho", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 1069, "variant" : "Kocho", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 1069, "variant" : "Kocho", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 1069, "variant" : "Kocho", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 1070, "variant" : "Lukchun", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 1070, "variant" : "Lukchun", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 1070, "variant" : "Lukchun", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 1070, "variant" : "Lukchun", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 1070, "variant" : "Lukchun", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 1071, "variant" : "Qocho", "source" : "Foltz 1999:x-xi", "precision" : "exact", "identity" : "exact"}, {"id" : 1071, "variant" : "Qocho", "source" : "Foltz 1999:x-xi", "precision" : "exact", "identity" : "exact"}, {"id" : 1071, "variant" : "Qocho", "source" : "Foltz 1999:x-xi", "precision" : "exact", "identity" : "exact"}, {"id" : 1071, "variant" : "Qocho", "source" : "Foltz 1999:x-xi", "precision" : "exact", "identity" : "exact"}, {"id" : 1071, "variant" : "Qocho", "source" : "Foltz 1999:x-xi", "precision" : "exact", "identity" : "exact"}, {"id" : 1072, "variant" : "Qoco", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 1072, "variant" : "Qoco", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 1072, "variant" : "Qoco", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 1072, "variant" : "Qoco", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 1072, "variant" : "Qoco", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 1073, "variant" : "T'u-lu-fan", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 1073, "variant" : "T'u-lu-fan", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 1073, "variant" : "T'u-lu-fan", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 1073, "variant" : "T'u-lu-fan", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 1073, "variant" : "T'u-lu-fan", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 1074, "variant" : "T'u-lu-fan-chen", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 1074, "variant" : "T'u-lu-fan-chen", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 1074, "variant" : "T'u-lu-fan-chen", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 1074, "variant" : "T'u-lu-fan-chen", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 1074, "variant" : "T'u-lu-fan-chen", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 1075, "variant" : "T'u-lu-fan-hsien", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 1075, "variant" : "T'u-lu-fan-hsien", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 1075, "variant" : "T'u-lu-fan-hsien", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 1075, "variant" : "T'u-lu-fan-hsien", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 1076, "variant" : "T'urfang", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 1075, "variant" : "T'u-lu-fan-hsien", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 1076, "variant" : "T'urfang", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 1076, "variant" : "T'urfang", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 1076, "variant" : "T'urfang", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 1076, "variant" : "T'urfang", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 1077, "variant" : "Tourfan", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 1077, "variant" : "Tourfan", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 1077, "variant" : "Tourfan", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 1077, "variant" : "Tourfan", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 1077, "variant" : "Tourfan", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 1078, "variant" : "Tufan", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 1078, "variant" : "Tufan", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 1078, "variant" : "Tufan", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 1078, "variant" : "Tufan", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 1078, "variant" : "Tufan", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 1079, "variant" : "Turfan", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 1079, "variant" : "Turfan", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 1079, "variant" : "Turfan", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 1079, "variant" : "Turfan", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 1079, "variant" : "Turfan", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 1080, "variant" : "Turpan", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 1080, "variant" : "Turpan", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 1080, "variant" : "Turpan", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 1080, "variant" : "Turpan", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 1080, "variant" : "Turpan", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{"Khara Kojo",Kocho,Lukchun,Qocho,Qoco,T'u-lu-fan,T'u-lu-fan-chen,T'u-lu-fan-hsien,T'urfang,Tourfan,Tufan,Turfan,Turpan}
owtrad;1700;Garxincun;http://topotime.org/owtrad/places/1700;Garxincun;79.98333;32.200001;[{"id" : 7235, "variant" : "Gar", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7236, "variant" : "Gargunsa", "source" : "Geelan & Twitchett 1974:110", "precision" : "exact", "identity" : "exact"}, {"id" : 7237, "variant" : "Garxincun", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7238, "variant" : "K'un-sa", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7239, "variant" : "Ka-erh", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7240, "variant" : "Ka-erh-k'un-sha", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{Gar,Gargunsa,Garxincun,K'un-sa,Ka-erh,Ka-erh-k'un-sha}
owtrad;1701;Samsang;http://topotime.org/owtrad/places/1701;Samsang;82.833336;30.366667;[{"id" : 7241, "variant" : "O-mu-pu", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7242, "variant" : "Ombu", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7243, "variant" : "Samsang", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7244, "variant" : "Sang-mu-sang", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7245, "variant" : "Umboo", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7246, "variant" : "Wu-mu-pu", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{O-mu-pu,Ombu,Samsang,Sang-mu-sang,Umboo,Wu-mu-pu}
owtrad;1702;Paryang;http://topotime.org/owtrad/places/1702;Paryang;83.349998;29.966667;[{"id" : 7247, "variant" : "P'a-yang", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7248, "variant" : "Paryang", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{P'a-yang,Paryang}
owtrad;1703;Yanhu;http://topotime.org/owtrad/places/1703;Yanhu;82.5;32.533333;[{"id" : 7249, "variant" : "Yanhu", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7250, "variant" : "Yanhu-tso", "source" : "Mayhew et al. 1999:253", "precision" : "exact", "identity" : "exact"}, {"id" : 7251, "variant" : "Yanhuqu", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7252, "variant" : "Yen-hu-ch'u", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{Yanhu,Yanhu-tso,Yanhuqu,Yen-hu-ch'u}
owtrad;1704;Oma;http://topotime.org/owtrad/places/1704;Oma;83.199997;32.433334;[{"id" : 7253, "variant" : "Oma", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7254, "variant" : "Oma-tso", "source" : "Mayhew et al. 1999:253", "precision" : "exact", "identity" : "probable"}];{Oma,Oma-tso}
owtrad;1706;Dongco;http://topotime.org/owtrad/places/1706;Dongco;84.833336;32.133331;[{"id" : 7258, "variant" : "Ceringgoleb", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7259, "variant" : "Dongco", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7260, "variant" : "Tung-ts'o", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{Ceringgoleb,Dongco,Tung-ts'o}
owtrad;1707;Zhabdun;http://topotime.org/owtrad/places/1707;Zhabdun;84.166664;29.65;[{"id" : 7261, "variant" : "Cha-tung", "source" : "Geelan & Twitchett 1974:110", "precision" : "exact", "identity" : "exact"}, {"id" : 7262, "variant" : "Cha-tung-tsung", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7263, "variant" : "Chung-pa", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7264, "variant" : "T'e-la-to-mu", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7265, "variant" : "T'e-la-to-mu-tsung", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7266, "variant" : "Tradom", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7267, "variant" : "Tradum", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7268, "variant" : "Zhabdun", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7269, "variant" : "Zhadun", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7270, "variant" : "Zhongba", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{Cha-tung,Cha-tung-tsung,Chung-pa,T'e-la-to-mu,T'e-la-to-mu-tsung,Tradom,Tradum,Zhabdun,Zhadun,Zhongba}
owtrad;1708;Gya'gya;http://topotime.org/owtrad/places/1708;Gya'gya;85.366669;29.383333;[{"id" : 7271, "variant" : "Chia-chia", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7272, "variant" : "Gya'gya", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7273, "variant" : "Sa-ka", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7274, "variant" : "Saga", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7275, "variant" : "Wu-hsu", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7276, "variant" : "Wu-k'o-su", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{Chia-chia,Gya'gya,Sa-ka,Saga,Wu-hsu,Wu-k'o-su}
owtrad;1709;Napug;http://topotime.org/owtrad/places/1709;Napug;81.083336;32.416668;[{"id" : 7277, "variant" : "Ge'gyai", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7278, "variant" : "Gegye", "source" : "Mayhew et al. 1999:253", "precision" : "exact", "identity" : "exact"}, {"id" : 7279, "variant" : "Ko-chi", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7280, "variant" : "Na-po", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7281, "variant" : "Napug", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{Ge'gyai,Gegye,Ko-chi,Na-po,Napug}
owtrad;171;Ujjain;http://topotime.org/owtrad/places/171;Ujjain;75.833;23.183;[{"id" : 1081, "variant" : "Ujjain", "source" : "TGN", "precision" : "exact", "identity" : "exact"}];{Ujjain}
owtrad;1711;Sa'gyari;http://topotime.org/owtrad/places/1711;Sa'gyari;80;34.049999;[{"id" : 7284, "variant" : "Sa'gyari", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{Sa'gyari}
owtrad;1712;Langju;http://topotime.org/owtrad/places/1712;Langju;80.333336;32.333332;[{"id" : 7285, "variant" : "Langju", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{Langju}
owtrad;1713;Asog;http://topotime.org/owtrad/places/1713;Asog;85.800003;31.6;[{"id" : 7286, "variant" : "Asog", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{Asog}
owtrad;1714;Mayum La;http://topotime.org/owtrad/places/1714;Mayum La;82.449997;30.583332;[{"id" : 7287, "variant" : "Ma-yu-mu Shan-k'ou", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7288, "variant" : "Marium-la", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7289, "variant" : "Maryum La", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7290, "variant" : "Mayum La", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7291, "variant" : "Mayum Pass", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7292, "variant" : "Mayuma La", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7293, "variant" : "Mayun-la", "source" : "Mayhew et al. 1999:253", "precision" : "exact", "identity" : "exact"}];{"Ma-yu-mu Shan-k'ou",Marium-la,"Maryum La","Mayum La","Mayum Pass","Mayuma La",Mayun-la}
owtrad;1716;Hor;http://topotime.org/owtrad/places/1716;Hor;81.599998;30.700001;[{"id" : 7300, "variant" : "Hor", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7301, "variant" : "Hor Qu", "source" : "Mayhew et al. 1999:253", "precision" : "exact", "identity" : "exact"}];{Hor,"Hor Qu"}
owtrad;1717;Xegar;http://topotime.org/owtrad/places/1717;Xegar;87.083336;28.633333;[{"id" : 7302, "variant" : "Hsieh-ka-erh", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7303, "variant" : "Hsieh-ka-erh-tsung", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7304, "variant" : "Hsieh-ko-erh", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7305, "variant" : "Shekar Dzong", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7306, "variant" : "Ting-jih (2)", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7307, "variant" : "Tingri (2)", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7308, "variant" : "Xegar", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{Hsieh-ka-erh,Hsieh-ka-erh-tsung,Hsieh-ko-erh,"Shekar Dzong","Ting-jih (2)","Tingri (2)",Xegar}
owtrad;1718;Tingri;http://topotime.org/owtrad/places/1718;Tingri;86.633331;28.566668;[{"id" : 7309, "variant" : "Dingri", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7310, "variant" : "Ting-jih", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7311, "variant" : "Ting-jih-tsung", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7312, "variant" : "Tingri", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7313, "variant" : "Tingri Dzong", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{Dingri,Ting-jih,Ting-jih-tsung,Tingri,"Tingri Dzong"}
owtrad;1719;Mainpu;http://topotime.org/owtrad/places/1719;Mainpu;86.23333;28.783333;[{"id" : 7314, "variant" : "Mainpu", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 7315, "variant" : "Mangup", "source" : "Mayhew et al. 1999:map", "precision" : "exact", "identity" : "exact"}];{Mainpu,Mangup}
